ISOAlpha3,Country,Indicator,Age,Sex,Year,Domain,Indicator Code,Lower value,Upper value,Value
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,12.34,17.23,14.6
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,12.68,17.16,14.66
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,12.34,17.23,14.6
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,12.68,17.16,14.66
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,12.39,17.12,14.66
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,12.75,16.99,14.68
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,12.58,17.28,14.79
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,12.6,16.95,14.71
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,12.69,17.45,14.97
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,12.64,17.08,14.74
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,13.13,17.76,15.28
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,12.8,17.27,14.77
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,13.28,18.28,15.59
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,12.87,17.46,14.82
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,13.54,18.52,15.78
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,12.85,17.32,14.84
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,13.64,18.5,15.92
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,12.68,16.97,14.79
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,13.76,18.65,15.99
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,12.45,16.83,14.61
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,13.48,18.56,15.82
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,12.64,16.8,14.54
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,13.3,18.21,15.53
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,12.74,17.03,14.68
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,12.86,17.46,15.06
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,12.9,17.38,14.91
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,12.5,17.28,14.68
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,13.09,17.55,15.07
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,12.17,16.44,14.19
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,13.13,17.58,15.13
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,12.17,16.09,13.98
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,13.39,17.63,15.24
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,12.04,16.06,13.87
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,13.36,17.79,15.33
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,12.11,15.87,13.89
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,13.45,17.8,15.41
CAN,Canada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,11.91,15.77,13.73
USA,United States of America,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,13.54,17.8,15.44
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,7.03,11.51,8.78
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,4.95,11.73,8.15
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,9.76,13.88,11.56
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,10.71,16.49,13.53
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,12.5,18.05,15.05
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,10.24,14.67,12.36
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,5.57,9.27,7.27
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,7.71,12.88,10.27
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,15,21.63,17.96
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,5.98,8.56,7.29
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,6.94,10.06,8.46
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,7.3,10.13,8.64
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,7.03,11.51,8.78
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,4.95,11.73,8.15
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,9.76,13.88,11.56
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,10.71,16.49,13.53
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,12.5,18.05,15.05
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,10.24,14.67,12.36
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,5.57,9.27,7.27
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,7.71,12.88,10.27
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,15,21.63,17.96
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,5.98,8.56,7.29
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,6.94,10.06,8.46
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,7.3,10.13,8.64
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,6.82,11.48,8.66
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,4.67,11.42,7.86
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,9.77,14.06,11.62
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,10.26,15.85,13.15
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,12.43,18.2,15.16
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,10.95,15.79,13.38
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,5.49,9,7.03
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,7.84,13.25,10.42
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,15.57,22.37,18.71
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,6.01,8.69,7.4
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,7.03,10.19,8.59
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,7.28,9.89,8.45
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,6.5,10.94,8.33
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,4.73,10.77,7.47
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,9.9,14.05,11.72
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,10.61,16.28,13.32
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,12.01,17.32,14.5
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,11.82,16.62,14.05
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,5.09,8.73,6.69
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,8.08,13.35,10.64
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,15.47,21.98,18.32
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,6.32,9.08,7.66
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,7.15,10.43,8.73
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2003,Level of consumption,SA_0000001688,7.52,10.42,8.88
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,6.93,11.17,8.72
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,4.33,10.73,7.3
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,10.11,14.57,12.09
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,10.65,16.21,13.4
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,11,16,13.41
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,10.43,14.95,12.54
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,4.91,8.33,6.47
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,8.88,14.43,11.43
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,15.89,22.2,18.65
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,6.75,9.74,8.23
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,7.09,10.31,8.69
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2004,Level of consumption,SA_0000001688,7.77,10.73,9.12
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,7.81,12.07,9.48
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,4.43,10.71,7.36
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,10.73,15.07,12.67
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,10.88,16.74,13.86
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,10.91,15.11,13.02
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,8.93,12.89,10.81
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,4.87,8.06,6.33
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,9.28,15.52,12.36
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,15.4,21.83,18.23
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,6.91,10.18,8.6
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,7.17,10.26,8.59
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2005,Level of consumption,SA_0000001688,7.95,11.01,9.4
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,8.42,13,10.24
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,4.9,11.15,7.68
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,11.01,15.91,13.13
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,10.87,16.34,13.72
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,11.02,15.62,13.31
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,7.66,10.85,9.17
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,4.7,7.88,6.23
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,9.61,16.07,12.76
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,15.88,22,18.63
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,7.29,10.42,8.9
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,7.2,10.24,8.66
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2006,Level of consumption,SA_0000001688,8.32,11.42,9.64
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,8.43,13.24,10.35
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,5.02,11.33,7.8
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,11.66,16.32,13.66
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,11.06,16.67,13.84
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,11.08,15.78,13.45
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,7.76,10.67,9.1
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,4.58,7.7,6.09
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,9.47,15.79,12.56
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,15.11,21.4,18.05
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,7.83,11.02,9.41
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,7.35,10.54,8.87
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2007,Level of consumption,SA_0000001688,8.26,11.5,9.68
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,8.03,12.55,9.84
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,4.8,10.88,7.49
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,11.85,16.56,13.74
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,10.7,16.05,13.47
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,10.83,15.51,13.15
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,7.82,10.75,9.19
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,4.49,7.57,5.95
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,9.04,15.15,11.89
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,14.08,20.25,16.98
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,8.32,11.54,9.99
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,7.63,10.79,9.13
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2008,Level of consumption,SA_0000001688,8.27,11.33,9.57
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,7.63,11.9,9.38
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,4.67,10.4,7.18
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,12.07,16.73,13.92
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,11.1,16.6,14.01
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,10.36,14.84,12.62
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,7.82,10.86,9.28
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,4.52,7.72,6.02
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,8.2,13.78,10.98
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,13.29,18.8,15.81
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,8.72,12.22,10.58
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,7.86,11.3,9.45
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2009,Level of consumption,SA_0000001688,8.14,11.06,9.46
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,7.21,11.63,9.07
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,4.26,10.12,6.99
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,11.77,16.34,13.73
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,11.44,17.49,14.37
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,9.93,14.51,12.22
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,7.91,11.03,9.39
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,4.65,7.73,6.1
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,7.64,12.92,10.23
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,12.7,17.97,15.14
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,8.7,12.27,10.55
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,8.25,11.78,9.99
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2010,Level of consumption,SA_0000001688,7.96,11.15,9.5
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,7.55,12.11,9.52
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,4.41,10.3,7.11
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,11.93,16.51,14.01
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,12.09,18.37,15.32
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,9.93,14.43,12.18
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,8.04,11.27,9.49
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,4.66,8.12,6.22
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,7.07,12.21,9.67
